posicao (populacao),municipio,populacao,posicao (pib),"PIB(R$1000,00)"
3245,Urânia,9125,2634,191071
3246,Palmeiras,9123,4277,74770
3247,Anaurilândia,9116,2520,204685
3248,Santa Rita do Araguaia,9110,3284,133355
3249,Coqueiral,9099,3081,148753
3250,Iporã do Oeste,9093,2156,256031
3251,Dobrada,9088,3510,117041
3253,Antônio João,9082,2305,231080
3254,Casca,9070,1547,407996
3255,Montes Altos,9064,4570,62007
3256,Nova Maringá,9056,1475,431353
3257,Siriri,9046,3444,121381
3258,Queimada Nova,9041,4422,68300
3259,São Jorge d'Oeste,9005,2209,246786
3260,Vicentinópolis,9002,1704,350765
3261,Pantano Grande,8995,1773,331885
3262,São José da Bela Vista,8991,2938,161031
3263,Douradina,8988,1275,525179
3263,Douradina,8988,3468,119975
4000,Douradina,6025,1275,525179
4000,Douradina,6025,3468,119975
3264,Santanópolis,8987,4869,50442
3265,Brejão,8981,2861,168389
3266,Paulo de Faria,8973,2122,261240
3267,Itauçu,8968,3164,141562
3268,Sítio Novo do Tocantins,8965,3988,88308
3269,Rio Novo,8964,3590,111008
3270,Morada Nova de Minas,8955,2050,272546
3271,Quixabeira,8939,4615,60367
3272,Guarani,8926,3466,120099
3273,Neves Paulista,8917,2390,219695
3274,Caém,8912,4366,70633
3275,Bom Jardim de Goiás,8912,3020,154113
3276,Cordisburgo,8903,3901,92742
3277,Santa Rita de Caldas,8900,3108,146633
3278,Congonhinhas,8896,2636,190895
3279,Clementina,8894,2216,245147
3281,Santa Lúcia,8889,3357,127361
3281,Santa Lúcia,8889,3779,99454
4789,Santa Lúcia,3795,3357,127361
4789,Santa Lúcia,3795,3779,99454
3282,Dourado,8883,1166,595049
3283,Guamiranga,8881,2086,267553
3284,Pereiras,8875,2568,198021
3285,São Sebastião da Amoreira,8865,2630,191530
3286,Jucuruçu,8856,3860,95036
3288,Ibiassucê,8849,4110,82076
3289,Aratuípe,8848,4516,64356
3290,Armazém,8843,2860,168492
3291,Brejo de Areia,8841,4822,52190
3292,Lago dos Rodrigues,8841,4329,72297
3293,Moraújo,8833,4553,62687
3294,Piedade de Caratinga,8832,3979,88778
3295,Ibitirama,8830,3116,146069
3296,Nossa Senhora Aparecida,8822,3262,135428
3298,Coluna,8810,4045,85394
3299,Central do Maranhão,8806,5086,43832
3300,Cristais Paulista,8803,2592,195654
3301,Cezarina,8794,2144,257811
3302,Marilândia do Sul,8793,1949,296265
3303,Martins,8790,4119,81835
3304,Castanheira,8782,3256,135697
3305,Monsenhor Paulo,8764,2590,195798
3307,Monte Alegre de Goiás,8759,4130,81508
3308,Nossa Senhora dos Remédios,8751,4626,59819
3309,Alvorada do Norte,8749,3482,119031
3310,Marcação,8746,4327,72367
3311,São Vicente do Sul,8742,2335,226617
3312,Ibirapuã,8740,2200,248669
3313,Serranópolis,8737,1604,383489
3314,São Domingos do Norte,8735,2319,229813
3315,Varzedo,8734,3684,104708
3316,Mucugê,8725,1587,389755
3317,Serra dos Aimorés,8725,4076,83623
3318,Santa Cruz de Minas,8723,3985,88447
3319,Pimenta,8715,2774,178104
3321,Nazareno,8710,2514,205121
3322,Mata Verde,8700,4555,62614
3323,Capitólio,8693,2491,208001
3324,Piranguinho,8683,3740,101647
3325,Abaíra,8681,4665,58448
3326,Ouro Verde,8676,3545,114298
3326,Ouro Verde,8676,4026,86235
5385,Ouro Verde,2197,3545,114298
5385,Ouro Verde,2197,4026,86235
3327,Cordeiros,8667,4739,55142
3328,Arealva,8665,2444,213435
3329,Santana do Manhuaçu,8660,3606,109820
3330,Caraíbas,8659,4443,67440
3331,Virgínia,8652,3666,106308
3333,Tasso Fragoso,8642,768,984545
3334,Mataraca,8642,2694,185173
3335,Califórnia,8641,2839,171341
3336,Martins Soares,8640,3254,135868
3337,Nazária,8632,4182,78869
3338,Catuípe,8631,1778,330740
3339,Jordão,8628,4191,78628
3340,Lagoa Alegre,8610,4658,58730
3341,Magalhães Barata,8598,4272,75314
3342,Angelândia,8594,4211,77699
3343,Camutanga,8592,2645,190522
3345,Marcolândia,8590,4571,62002
3346,Comendador Levy Gasparian,8590,1671,361147
3347,Isaías Coelho,8582,4780,53762
3348,Ouriçangas,8575,4847,51384
3349,Jóia,8571,1550,406480
3350,Praia Norte,8563,4415,68564
3351,Tarrafas,8555,4352,71507
3352,Riacho dos Cavalos,8555,4371,70506
3354,Santo Antônio do Aracanguá,8541,2433,214857
3355,Paverama,8541,2890,166152
3356,Pratápolis,8530,3213,138190
3357,São Gonçalo do Abaeté,8527,2466,211331
3358,Ilha das Flores,8522,4311,73149
3359,Feira Nova do Maranhão,8506,4492,65265
3360,Milagres do Maranhão,8502,4872,50207
3361,Tuneiras do Oeste,8502,2502,206746
3362,Saltinho,8498,2282,234405
3362,Saltinho,8498,4347,71675
4819,Saltinho,3727,2282,234405
4819,Saltinho,3727,4347,71675
3363,Boa Vista do Gurupi,8494,4583,61616
3364,São João da Baliza,8492,3006,155122
3365,Santa Isabel do Ivaí,8484,2652,189826
3367,Ibiaí,8478,4479,65984
3368,Morpará,8476,4573,61962
3369,Araponga,8467,3961,89465
3370,Japaratinga,8444,2948,160025
3371,Barra de São Miguel,8434,2831,171747
3371,Barra de São Miguel,8434,5005,46565
3974,Barra de São Miguel,6095,2831,171747
3974,Barra de São Miguel,6095,5005,46565
3372,Caraá,8426,3728,102216
3373,Estrela d'Oeste,8420,872,859459
3374,Jangada,8420,2099,264659
3375,Araguaçu,8418,2709,183886
3376,Santa Rosa do Sul,8397,3243,136644
3377,Brejo Grande,8396,4217,77548
3378,Pavão,8390,4382,69521
3379,Vera Cruz do Oeste,8389,2331,227844
3380,Santa Terezinha de Goiás,8386,3319,130858
3381,Campo Florido,8383,1309,505682
3383,Montezuma,8379,4618,60269
3384,Jauru,8377,2045,273610
3385,Itaquara,8375,4559,62510
3386,Madeiro,8372,4930,48645
3387,Brasileira,8364,4784,53637
3388,Icém,8363,2767,179057
3389,Irapuru,8356,4025,86285
3390,Cristalândia do Piauí,8350,4781,53739
3391,Entre-Ijuís,8350,1728,342757
3392,Lagoa Salgada,8348,4474,66343
3393,General Câmara,8339,3052,151173
3394,Barra de Santana,8338,4535,63430
3395,Rodeiro,8333,1540,409766
3396,Desterro,8332,4645,59116
3397,Nova Itarana,8328,4926,48712
3398,Malhada de Pedras,8326,4604,60619
3399,Terezópolis de Goiás,8326,2662,187999
3400,Marcelino Vieira,8325,4564,62168
3401,Campo Erê,8312,2095,265120
3402,Nova Santa Rosa,8311,1833,319436
3404,Pains,8308,1874,311140
3405,Glorinha,8304,1741,339676
3406,Itapé,8300,4063,84318
3407,Carnaúba dos Dantas,8297,4150,80769
3408,Guiricema,8296,3882,93273
3409,Ivaté,8294,2672,187341
3410,Gado Bravo,8292,4502,64867
3411,Pocrane,8288,3732,101954
3412,Alto Jequitibá,8286,3464,120209
3413,Buriti dos Montes,8282,4849,51317
3414,Tuparetama,8266,4259,75783
3415,Mirante,8264,4706,56826
3416,Monte Castelo,8263,2964,158960
3416,Monte Castelo,8263,3737,101794
4642,Monte Castelo,4166,2964,158960
4642,Monte Castelo,4166,3737,101794
3417,Águas da Prata,8262,3027,153773
3418,Guaraçaí,8258,2323,228993
3419,Jesuítas,8251,1771,332136
3420,Altamira do Maranhão,8250,4719,56487
3422,Iepê,8228,2217,244895
3423,Santa Bárbara do Leste,8212,4176,79353
3424,Major Vieira,8209,2683,186000
3426,Bilac,8197,2698,184903
3427,Ponte Alta do Tocantins,8192,4193,78589
3428,São Rafael,8183,4374,70219
3429,Monte do Carmo,8182,2965,158920
3430,Ipiranga do Norte,8182,1029,691757
3431,Monte Alegre do Sul,8181,2881,166571
3432,Jaborandi,8176,1521,415548
3432,Jaborandi,8176,3157,142101
3734,Jaborandi,6963,1521,415548
3734,Jaborandi,6963,3157,142101
3433,Macaubal,8174,2943,160519
3434,Guimarânia,8168,3142,143724
3435,Barão de Melgaço,8165,4052,84771
3436,Tiradentes,8160,3013,154747
3437,Ferreira Gomes,8151,1323,499821
3438,Jati,8150,3944,90494
3439,Orizânia,8138,4155,80582
3440,Treze Tílias,8138,1136,614749
3441,Descanso,8136,2324,228799
3442,Riachinho,8132,3938,90697
3442,Riachinho,8132,5050,44906
4431,Riachinho,4723,3938,90697
4431,Riachinho,4723,5050,44906
3443,Minas do Leão,8130,3043,151996
3444,Elísio Medrado,8129,4747,54776
3445,Reserva do Iguaçu,8127,3123,145519
3446,Novo Horizonte do Oeste,8125,2864,168303
3447,Cristal,8121,2571,197782
3448,Nova Fátima,8120,1939,298659
3448,Nova Fátima,8120,4314,72853
3506,Nova Fátima,7830,1939,298659
3506,Nova Fátima,7830,4314,72853
3449,Campo do Tenente,8118,2707,184090
3450,Maravilhas,8113,3533,115211
3451,Candeal,8109,4788,53452
3452,Serra Negra do Norte,8105,4308,73350
3453,Tupãssi,8105,1806,324669
3454,Irapuã,8101,3075,149375
3455,Cabeceiras,8098,2474,210058
3456,Dom Aquino,8087,1753,336269
3457,Campo Limpo de Goiás,8087,3888,93080
3458,São João do Arraial,8085,5012,46382
3459,Peixe-Boi,8084,4806,52914
3460,Colméia,8078,3150,142553
3461,Lamarão,8078,4923,48745
3462,São Miguel dos Milagres,8073,3154,142315
3463,Nova Glória,8063,3392,125024
3464,Estrela do Sul,8057,1630,375621
3465,São José do Cerrito,8054,2330,227941
3466,Santana da Boa Vista,8037,2796,175436
3467,Montes Claros de Goiás,8037,2140,258726
3468,Passa Tempo,8031,2667,187718
3469,Ascurra,8021,2623,192518
3470,Ponto Belo,8016,4133,81365
3471,Juarez Távora,8014,4540,63092
3472,Delfim Moreira,8007,3856,95137
3473,Timbó Grande,8003,2670,187372
3474,Cachoeira Dourada,7997,834,900993
3474,Cachoeira Dourada,7997,4274,75011
5200,Cachoeira Dourada,2720,834,900993
5200,Cachoeira Dourada,2720,4274,75011
3475,Japonvar,7991,4683,57654
3476,Salvador do Sul,7975,2003,282987
3477,Itamari,7971,4497,65003
3478,Cruzeta,7968,3828,96944
3479,Cambira,7967,2680,186228
3480,Pedra Lavrada,7954,4409,68823
3481,Santa Rita do Pardo,7948,1453,441529
3482,Portalegre,7944,4629,59753
3483,Tanquinho,7936,4816,52412
3484,Ibirarema,7926,2751,180413
3485,Gaúcha do Norte,7913,1549,407213
3486,Alto Rio Novo,7911,3887,93144
3487,Santana do São Francisco,7906,4101,82233
3488,Catiguá,7905,3491,118322
3489,Itaiçaba,7904,4379,69649
3490,Senador Firmino,7902,4332,72198
3491,Iguatama,7901,1850,316747
3492,Durandé,7898,4030,85999
3493,Campo Alegre de Goiás,7884,1625,376647
3494,Assunção do Piauí,7879,4981,47388
3495,Governador Luiz Rocha,7878,4853,51068
3496,Santa Filomena do Maranhão,7878,4985,47292
3497,São Vicente de Minas,7876,2917,163125
3498,Iramaia,7874,4236,76871
3499,Curral de Dentro,7867,4695,57235
3500,Cubati,7866,4642,59221
3501,Itobi,7862,3412,123341
3502,Ribamar Fiquene,7859,4213,77676
3503,Arneiroz,7848,4794,53340
3504,Sobrado,7845,4014,86880
3505,Pium,7830,3198,139640
3507,Ipeúna,7824,1022,697972
3508,Santa Bárbara do Sul,7813,1180,582261
3509,Bodoquena,7802,2479,209347
3510,Araguapaz,7795,3477,119260
3511,Paraí,7793,2148,256863
3512,Monsenhor Hipólito,7785,4757,54389
3513,Jenipapo de Minas,7781,4377,69762
3514,Baldim,7780,3643,107640
3515,Itamarati,7777,3877,93772
3516,Ibirajuba,7773,4612,60416
3517,General Sampaio,7767,4802,53074
3518,Restinga,7762,2884,166543
3519,Guatapará,7760,2413,217510
3520,Senador Sá,7758,4888,49702
3521,Marajá do Sena,7757,4861,50609
3522,Lagoa de Dentro,7754,4349,71621
3523,Macururé,7752,5136,42151
3524,Jericó,7751,4554,62621
3525,Alto Paraíso de Goiás,7751,2898,165498
3526,Umari,7740,4914,49082
3527,Sud Mennucci,7738,2764,179283
3528,Cônego Marinho,7730,4855,50858
3529,Tuparendi,7730,2100,264509
3530,Tapiraí,7725,3121,145686
3530,Tapiraí,7725,5362,33549
5471,Tapiraí,1869,3121,145686
5471,Tapiraí,1869,5362,33549
3531,São Pedro do Turvo,7724,2530,202701
3532,Belo Vale,7723,3110,146387
3533,Altaneira,7712,4801,53085
3534,Santa Cruz de Monte Castelo,7705,2176,252814
3535,Cajueiro da Praia,7704,4127,81549
3536,Tomazina,7699,2773,178111
3537,Jacuí,7695,3608,109705
3538,Palmeirópolis,7694,3584,111405
3539,São Miguel das Missões,7692,1488,427312
3540,Boqueirão do Leão,7691,3282,133406
3541,Tocantínia,7688,4452,67221
3542,Ribeirão Grande,7686,1950,296224
3543,Tombos,7683,3933,91085
3544,Pedro Osório,7683,3046,151626
3545,São Mamede,7682,4392,69261
3546,Santa Fé do Araguaia,7678,3561,112724
3547,Alagoinha do Piauí,7678,4891,49629
3548,Salete,7674,2749,180668
3549,Icaraíma,7671,2359,223933
3550,Serrania,7667,3396,124663
3551,Colônia do Piauí,7665,4841,51535
3552,Leopoldo de Bulhões,7663,2509,205519
3553,Divinolândia de Minas,7655,4666,58381
3554,Lajeado Novo,7653,4367,70625
3555,Muribeca,7653,4104,82167
3556,Assis Brasil,7649,3921,91741
3557,Ipumirim,7647,1861,313369
3558,Ipuaçu,7643,2364,223037
3559,Paulo Lopes,7642,2742,181257
3560,Itajá,7641,3693,104306
3560,Itajá,7641,4064,84245
4560,Itajá,4412,3693,104306
4560,Itajá,4412,4064,84245
3561,Limeira do Oeste,7640,1729,342563
3562,São José dos Basílios,7639,4818,52386
3563,Paraíso do Sul,7635,2932,161235
3564,São Pedro dos Ferros,7634,3602,110079
3565,Coimbra,7631,3640,107944
3566,Sanclerlândia,7630,3239,136932
3567,Figueira,7625,3045,151793
3568,Lagoa de Pedras,7624,4667,58248
3569,São José da Lagoa Tapada,7622,4682,57794
3570,Porto de Pedras,7618,2036,274767
3571,Tarabai,7609,3626,108579
3572,Barra do Turvo,7606,4198,78283
3573,Inimutaba,7605,4170,79701
3574,Florestal,7602,3603,110059
3575,Moema,7589,3655,106929
3576,Lagamar,7588,2113,262696
3577,Belágua,7586,4969,47686
3578,Granito,7586,4693,57276
3579,Palestina do Pará,7575,4478,66030
3580,Pedro Gomes,7568,2503,206418
3581,Inocência,7566,2117,262160
3582,São João do Jaguaribe,7557,3868,94528
3583,Paulo Jacinto,7556,4438,67779
3584,Guaraqueçaba,7554,3657,106909
3585,Rio do Oeste,7552,2599,194681
3586,Barão do Triunfo,7550,3547,114248
3587,Felisburgo,7548,4681,57826
3588,Apiacá,7542,3854,95260
3589,São João Batista do Glória,7541,3166,141422
3590,Pintópolis,7540,4708,56760
3591,Paulicéia,7540,3049,151317
3592,Santana de Pirapama,7538,4085,83332
3593,Coronel Domingos Soares,7538,2799,175195
3594,Abel Figueiredo,7536,4153,80635
3595,São José da Barra,7532,1034,684814
3596,Barbosa,7532,3963,89433
3597,Casserengue,7530,4641,59294
3598,Vertente do Lério,7526,4455,67079
3599,Boa Vista da Aparecida,7524,3270,134758
3600,Nuporanga,7522,1268,527532
3601,Palmeirina,7509,4324,72516
3602,Trombudo Central,7506,2297,232352
3603,Quatiguá,7504,2841,170855
3604,Laguna Carapã,7496,1487,427588
3605,Dionísio,7493,4249,76350
3606,Nova Porteirinha,7493,3689,104528
3608,Claro dos Poções,7478,4556,62592
3609,Itacajá,7471,3832,96741
3610,Segredo,7465,3311,131398
3611,Muniz Ferreira,7464,4965,47768
3612,Maracajá,7461,2745,180988
3613,São Miguel de Taipu,7450,4562,62373
3614,São Domingos do Azeitão,7448,2815,173557
3615,Alpercata,7448,4183,78783
3616,Pedrão,7438,5192,40043
3617,Antônio Olinto,7421,2848,170272
3618,Paulo Frontin,7418,1958,295161
3619,Joviânia,7417,2401,218804
3620,Lavras do Sul,7410,2403,218583
3621,Ribeiro Gonçalves,7408,1715,346827
3622,Jequitaí,7407,4189,78651
3623,Antonina do Norte,7402,4676,57869
3624,Ametista do Sul,7396,3772,99737
3625,São João do Oriente,7393,4171,79670
3626,Guarani das Missões,7393,1925,300187
3627,Inconfidentes,7387,3858,95100
3628,Lavrinhas,7361,3610,109607
3629,Abatiá,7360,2782,177219
3630,Brejo Grande do Araguaia,7357,4156,80570
3631,Belém do Brejo do Cruz,7356,4511,64523
3632,Santa Luzia do Norte,7344,3021,154050
3633,Campo Largo do Piauí,7342,5152,41712
3634,Jaraguari,7342,2627,191733
3635,Sericita,7340,4361,70907
3636,Itarumã,7337,2222,244299
3637,São João do Sul,7332,2657,188879
3638,Indaiabira,7328,4745,54942
3639,Santa Rita de Minas,7322,4215,77645
3640,Jaci,7322,1727,342924
3641,Palma Sola,7321,2540,201953
3642,Orindiúva,7318,1460,438061
3643,Santo Antônio do Retiro,7316,4928,48680
3644,Manoel Viana,7315,2279,234733
3645,Chã Preta,7311,3619,108877
3646,Nazaré do Piauí,7307,4935,48551
3648,Laje do Muriaé,7298,3280,133876
3650,Irajuba,7295,4655,58861
3651,Cosmorama,7289,2056,272164
3653,Livramento,7274,4694,57242
3654,Apuarema,7274,4725,56125
3655,Nazarezinho,7271,4687,57528
3656,Cristalândia,7268,3679,105141
3657,Ibiraiaras,7267,2264,238584
3658,Desterro de Entre Rios,7266,3485,118742
3660,Ouro,7251,2950,159943
3661,Reduto,7247,3905,92587
3662,Campos de Júlio,7245,648,1238836
3663,Juranda,7244,1898,306140
3664,Engenheiro Navarro,7240,4370,70561
3665,São José de Ubá,7240,2952,159754
3666,Junco do Seridó,7238,4494,65184
3667,Varjão de Minas,7235,2735,181962
3668,Terezinha,7227,4846,51417
3669,Cacimbas,7225,4983,47318
3670,Araguacema,7223,3298,132052
3672,Luiziana,7217,2128,260242
3673,Coronel Bicaco,7213,2109,263685
3674,Caiçara,7182,3815,97406
3674,Caiçara,7182,4640,59331
4457,Caiçara,4659,3815,97406
4457,Caiçara,4659,4640,59331
3675,Doverlândia,7174,2498,206898
3676,Dois Irmãos do Tocantins,7173,3751,101243
3677,Monteirópolis,7171,4833,51757
3678,Antônio Martins,7162,4807,52866
3679,Nova Aliança,7161,2644,190535
3680,Água Doce,7160,1941,298261
3681,Pedra Bonita,7157,4574,61826
3682,Laurentino,7154,2145,257418
3684,Delfinópolis,7146,2923,162178
3685,Amaral Ferrador,7136,3712,102866
3686,Governador Jorge Teixeira,7130,2725,182629
3688,Acauã,7119,5068,44377
3689,Machacalis,7112,4283,74495
3690,Naque,7104,4413,68612
3691,Treze de Maio,7104,3143,143692
3693,São Roque de Minas,7100,2605,194086
3694,Verê,7094,2106,264059
3695,Marilena,7093,3374,126281
3696,Alto Boa Vista,7092,3620,108871
3698,Doutor Severiano,7068,4775,53848
3699,Iraí de Minas,7067,2443,213513
3700,Central de Minas,7059,4204,77886
3701,Tuiuti,7058,4029,86002
3702,Palmitinho,7056,2763,179332
3703,Areial,7054,4825,52057
3704,Corumbiara,7052,1783,330393
3705,Alfredo Vasconcelos,7052,4066,84166
3706,Aguiarnópolis,7049,3449,120925
3707,Amapá do Maranhão,7047,4908,49167
3708,Santana da Vargem,7047,3074,149512
3709,Dirceu Arcoverde,7046,5072,44230
3710,Iraí,7046,2804,174917
3711,Sapucaí-Mirim,7045,3819,97206
3712,Itanhangá,7030,2244,241173
3713,Guidoval,7026,3758,100867
3714,Cabeceira Grande,7025,2730,182248
3715,Santo Antônio da Alegria,7024,3126,145308
3716,Barro Duro,7022,4568,62045
3717,Abadia dos Dourados,7022,3007,154969
3718,Luís Domingues,7016,4955,48206
3719,Salto da Divisa,7014,3813,97640
3720,Indianópolis,7009,1246,535086
3720,Indianópolis,7009,1459,438897
4531,Indianópolis,4472,1246,535086
4531,Indianópolis,4472,1459,438897
3721,Macambira,7002,4357,71167
3722,Serra Redonda,7001,4630,59667
3723,Conquista,6997,1462,437620
3724,Goioxim,6997,2907,164544
3725,Jacuípe,6992,2837,171459
3726,Araporã,6992,665,1189015
3727,Meleiro,6989,2238,242031
3728,Divinópolis do Tocantins,6986,3503,117500
3729,São Tomás de Aquino,6980,3212,138370
3730,São Brás,6977,3527,115546
3731,Imbé de Minas,6976,4611,60418
3733,Pontal do Araguaia,6972,4038,85699
3735,São Carlos do Ivaí,6961,1945,297404
3736,Sabáudia,6954,1423,456108
3737,Jacareacanga,6952,1791,327630
3738,Ajuricaba,6951,2160,255858
3739,Faro,6949,4718,56499
3740,São Miguel do Anta,6949,4221,77415
3741,São Sebastião do Oeste,6948,1920,301716
3742,Divisa Alegre,6946,3402,123822
3743,Santana dos Garrotes,6942,4785,53615
3744,Dom Expedito Lopes,6940,4461,66923
3746,Anhembi,6911,3016,154450
3747,São José do Ouro,6911,1938,298759
3749,Almas,6905,3071,150013
3750,Ouvidor,6895,1104,638874
3751,Simolândia,6895,3798,98355
3752,Hulha Negra,6894,2955,159541
3753,Santa Rosa do Purus,6893,4354,71271
3754,Campo Belo do Sul,6889,2389,219721
3755,Padre Marcos,6879,4767,54158
3756,Vitorino,6879,1893,307523
3757,Confins,6867,724,1058291
3758,Juti,6861,2185,250931
3759,Nova Lacerda,6861,2772,178461
3760,Capetinga,6860,3494,118130
3761,São Roberto,6856,5098,43246
3762,Laranjal,6856,4071,84012
3762,Laranjal,6856,4263,75710
4082,Laranjal,5719,4071,84012
4082,Laranjal,5719,4263,75710
3763,Gongogi,6852,4657,58782
3765,Lagoa d'Anta,6851,4864,50503
3766,Boa Hora,6848,5034,45712
3767,Santo Antônio do Pinhal,6843,3702,103677
3768,Chuí,6832,2250,240582
3769,Palmeiras do Tocantins,6830,4521,64143
3770,Bom Jesus do Araguaia,6830,2078,268534
3771,Jambeiro,6828,2300,231948
3772,Careaçu,6826,3080,148841
3773,Morro do Chapéu do Piauí,6825,5059,44502
3774,Nova União,6822,3443,121495
3774,Nova União,6822,4105,82160
4078,Nova União,5739,3443,121495
4078,Nova União,5739,4105,82160
3775,Crisólita,6814,4734,55271
3776,Cipotânea,6811,4956,48159
3777,Herval,6807,3188,140457
3778,Sussuapara,6801,4953,48241
3779,Tumiritinga,6797,4761,54339
3780,Santarém Novo,6796,5163,41219
3781,Quixaba,6796,4907,49184
3781,Quixaba,6796,5537,22353
5435,Quixaba,2009,4907,49184
5435,Quixaba,2009,5537,22353
3782,Alto Horizonte,6796,1028,691919
3783,Lagoa de São Francisco,6795,5198,39870
3784,Dores do Rio Preto,6793,3360,127237
3785,Itagimirim,6784,3639,107967
3786,Anita Garibaldi,6783,3226,137568
3787,Angical do Piauí,6779,4735,55258
3788,Renascença,6772,2094,265193
3789,Condor,6766,1858,313700
3790,Galileia,6764,4088,83014
3791,Santa Clara do Sul,6755,2306,230969
